lat,lon,elevation,ai_risk_score
12.9938948,80.2143408,8.0,0.99342585
12.9941516,80.214544,9.0,0.98976034
12.9962184,80.2125946,11.0,0.8338187
12.9966086,80.2093812,10.0,0.96082276
12.9977376,80.2095249,8.0,0.98236656
12.9965118,80.2098322,12.0,0.816141
12.9975764,80.2099779,10.0,0.93589807
13.0018842,80.2102009,13.0,0.50396144
13.0035509,80.2103051,11.0,0.21211614
13.0019392,80.2092644,10.0,0.7891662
12.999463,80.2097179,8.0,0.9839872
13.0015095,80.2097013,10.0,0.8839015
13.0019109,80.2097586,11.0,0.78043306
13.0025291,80.2102603,14.0,0.19491425
13.0036183,80.210913,12.0,0.19491425
13.0032223,80.2095677,11.0,0.41288465
13.0031983,80.2102886,12.0,0.33975735
12.9890682,80.2092987,7.0,0.9999671
12.9886751,80.2082945,4.0,0.9994542
12.9886651,80.2223986,10.0,0.8994989
12.9878444,80.2230558,10.0,0.80449057
12.9854614,80.2233142,9.0,0.9686919
12.9825674,80.2218538,9.0,0.9889093
13.0015861,80.2185305,11.0,0.19500005
12.9989999,80.2168763,15.0,0.21109183
12.9825829,80.2252797,8.0,0.98738134
12.9922984,80.1983434,10.0,0.8002636
12.9928542,80.1984363,13.0,0.3686886
12.9916885,80.196868,13.0,0.31213647
12.9929641,80.1969143,14.0,0.19497804
12.992359,80.1977887,10.0,0.88855815
12.9926526,80.1959396,14.0,0.19491425
12.9924252,80.1953271,14.0,0.19491425
12.9922588,80.1960197,14.0,0.19491425
12.99073,80.1978542,10.0,0.8493405
12.9903527,80.1891667,15.0,0.19491425
12.9899638,80.1905589,11.0,0.1990826
12.9905065,80.1934567,13.0,0.19496444
12.9962825,80.2016995,15.0,0.19491425
12.9987383,80.2020106,15.0,0.19491425
12.9977071,80.2008695,14.0,0.19491425
12.9991291,80.2009879,16.0,0.19491425
13.0001359,80.2029334,17.0,0.19491425
13.0016404,80.2030753,15.0,0.19491425
13.0303417,80.2182737,12.0,0.21339087
13.033875,80.2167611,14.0,0.19491425
13.0326602,80.2181009,12.0,0.20476472
13.0335462,80.2167461,14.0,0.19491425
13.0326849,80.2178044,11.0,0.19491425
13.0331908,80.2167281,16.0,0.19491425
13.0327196,80.2174669,11.0,0.19491425
13.0328284,80.2167032,16.0,0.19491425
13.0322463,80.2177601,13.0,0.2283498
13.0321412,80.2177422,13.0,0.4497345
13.0336239,80.2160704,12.0,0.19491425
13.0325692,80.2125748,16.0,0.19491425
13.0332705,80.2126565,16.0,0.19491425
13.0339384,80.2134955,16.0,0.19491425
13.0337807,80.2148857,14.0,0.19491425
13.0329946,80.2154093,16.0,0.19491425
13.0322299,80.2153337,17.0,0.19491425
13.0317009,80.2130786,14.0,0.19491425
13.031479,80.2146241,13.0,0.19491425
13.032298,80.2146997,16.0,0.19491425
13.0321533,80.2159663,16.0,0.19491425
13.0324752,80.2131815,15.0,0.19491425
13.0326886,80.2119074,14.0,0.19491425
13.0332624,80.2140215,15.0,0.19491425
13.0338581,80.2141053,16.0,0.19491425
13.037347,80.2156944,16.0,0.19491425
13.0373779,80.213143,14.0,0.19491425
13.0356574,80.2155902,15.0,0.19491425
13.0361884,80.2156149,15.0,0.19491425
13.0362747,80.2143759,15.0,0.19491425
13.0358192,80.2143371,15.0,0.19491425
13.036725,80.2156581,14.0,0.19491425
13.0359285,80.2156109,16.0,0.19491425
13.0358765,80.2162593,17.0,0.19491425
13.0369227,80.2163431,14.0,0.19491425
13.0386597,80.2151309,14.0,0.19491425
13.0373596,80.2150372,15.0,0.19491425
13.0382622,80.2150799,15.0,0.19491425
13.0380666,80.2164789,13.0,0.19491425
13.0375791,80.2164129,15.0,0.19491425
13.0377872,80.2150478,13.0,0.19491425
13.0384592,80.2145909,16.0,0.19491425
13.0377859,80.2145428,13.0,0.19491425
13.040038,80.2148388,12.0,0.2108805
13.039705,80.2137813,13.0,0.19491425
13.0398749,80.2130483,16.0,0.19491425
13.041903,80.2134225,11.0,0.43670905
13.0427959,80.2133543,12.0,0.23752888
13.0419023,80.2137611,10.0,0.5865357
13.0444291,80.21357,12.0,0.19491425
13.0428909,80.2148673,9.0,0.9193275
13.0428138,80.2136922,12.0,0.37410396
13.0419437,80.2146705,10.0,0.70815927
13.0407067,80.2147641,14.0,0.19491425
13.0406362,80.2139445,12.0,0.19491425
13.040625,80.2134812,13.0,0.19491425
13.0406808,80.2146535,12.0,0.19491425
13.0410053,80.2147076,14.0,0.19491425
13.0409523,80.2134603,14.0,0.19491425
13.0412592,80.2134531,11.0,0.24193345
13.0413044,80.2146768,15.0,0.22262396
13.0416086,80.2146747,13.0,0.41440105
13.0415625,80.2134342,10.0,0.34056604
13.040447,80.2151243,11.0,0.22739133
13.0419331,80.2151018,10.0,0.7164644
13.0398757,80.2129682,16.0,0.19491425
13.0428674,80.2140227,10.0,0.86407983
13.0441525,80.2139122,11.0,0.38096055
13.0442152,80.2147994,10.0,0.45305887
13.0439101,80.214811,10.0,0.5095329
13.043859,80.2139344,12.0,0.36047328
13.0435546,80.2139576,13.0,0.43747428
13.0436057,80.2151589,10.0,0.63240653
13.043224,80.2164617,11.0,0.5164796
13.0440149,80.216999,13.0,0.21930088
13.0434973,80.216619,12.0,0.5325586
13.0438695,80.215148,10.0,0.6438435
13.0445617,80.2151143,11.0,0.56920063
13.0441982,80.2151293,10.0,0.6928772
13.0437324,80.2167846,12.0,0.42376903
13.0458803,80.2126121,12.0,0.19498675
13.0470757,80.2128647,15.0,0.19491425
13.0487136,80.2129375,16.0,0.19491425
13.0510935,80.2165697,15.0,0.19491425
13.0493055,80.2134985,13.0,0.19491425
13.049004,80.2129252,15.0,0.19491425
13.0484345,80.212926,16.0,0.19491425
13.0471042,80.2132713,16.0,0.19491425
13.0470031,80.2108002,18.0,0.19491425
13.0476974,80.2095441,17.0,0.19491425
13.0495172,80.2095136,17.0,0.19491425
13.0469642,80.2083112,15.0,0.19491425
13.046156,80.2082239,15.0,0.19491425
13.0453256,80.2063885,15.0,0.19491425
13.0451395,80.2064289,15.0,0.19491425
13.0458467,80.2082033,14.0,0.26305175
13.0476998,80.2088732,16.0,0.19491425
13.0476998,80.2107924,16.0,0.19491425
13.0470624,80.2115851,12.0,0.19491425
13.0482371,80.2107995,14.0,0.19491425
13.0481652,80.2113714,12.0,0.19491425
13.049848,80.2118701,13.0,0.20487659
13.0520127,80.2135543,11.0,0.19491425
13.0525797,80.2135871,11.0,0.19491425
13.0505084,80.214642,12.0,0.19491425
13.0533489,80.2132493,16.0,0.19491425
13.0526186,80.2146088,14.0,0.19491425
13.0533818,80.2146189,12.0,0.19491425
13.0533777,80.2139135,14.0,0.19491425
13.0525911,80.213935,11.0,0.19491425
13.0539593,80.2076663,11.0,0.21257976
13.0549758,80.2076974,12.0,0.19491425
13.0568268,80.2072294,11.0,0.26319447
13.0546129,80.2040628,12.0,0.19491425
13.0545725,80.2061124,14.0,0.19491425
13.0558119,80.2062298,14.0,0.19491425
13.0540149,80.2060667,14.0,0.19491425
13.0534796,80.2076513,13.0,0.19491425
13.0537658,80.2060402,14.0,0.25401694
13.0537859,80.2047334,11.0,0.28170517
13.0541739,80.2060879,14.0,0.2449464
13.0542673,80.2076761,11.0,0.30368853
13.0544875,80.207673,12.0,0.2106665
13.0542553,80.2093653,13.0,0.19760334
13.0552782,80.205124,12.0,0.19491425
13.055129,80.2061732,16.0,0.19491425
13.0545287,80.2093012,13.0,0.1949202
13.0558948,80.205189,14.0,0.19491425
13.0555311,80.2077629,12.0,0.19491425
13.0555903,80.2071408,15.0,0.19491425
13.053003,80.2076141,13.0,0.31878996
13.0532027,80.2076234,13.0,0.19491425
13.0531244,80.2091273,12.0,0.19491425
13.0521561,80.2119267,11.0,0.19491425
13.0522863,80.2101375,16.0,0.19495869
13.0522457,80.2107774,14.0,0.19495869
13.0546428,80.2103063,11.0,0.28454196
13.0547414,80.2092553,13.0,0.19491425
13.0545307,80.2113352,13.0,0.8265624
13.0548377,80.2091575,13.0,0.20077449
13.0567924,80.2092544,13.0,0.24775556
13.0564957,80.2092462,13.0,0.23779903
13.0564422,80.2100309,12.0,0.25735953
13.0554823,80.2098666,13.0,0.3956783
13.0555338,80.2091785,11.0,0.33675644
13.0545928,80.2108388,12.0,0.58760685
13.0540936,80.2102669,16.0,0.19491425
13.052912,80.2101671,13.0,0.19491425
13.052024,80.2127013,14.0,0.21893172
13.0506304,80.2127435,15.0,0.19491425
13.0500711,80.2128055,14.0,0.19491425
13.0524458,80.2146104,14.0,0.21297115
13.0523629,80.2155472,13.0,0.19491425
13.0524463,80.2142077,12.0,0.22079937
13.0438395,80.2136119,13.0,0.22104155
13.0367782,80.2144419,15.0,0.19491425
13.0352451,80.2142816,16.0,0.19491425
13.0338398,80.2098505,13.0,0.19491425
13.0335176,80.2117715,13.0,0.19491425
13.033553,80.211397,14.0,0.19491425
13.0337288,80.2105167,17.0,0.19491425
13.0405356,80.2122601,15.0,0.19491425
13.0404478,80.2109733,11.0,0.19491425
13.0413753,80.2096477,14.0,0.19491425
13.0426844,80.21226,16.0,0.19491425
13.043643,80.2108038,16.0,0.19491425
13.0432141,80.2108286,17.0,0.19491425
13.0426425,80.2103434,15.0,0.19491425
13.043798,80.2103295,15.0,0.19491425
13.0437917,80.2092803,14.0,0.19491425
13.0437579,80.2096359,13.0,0.19491425
13.0420513,80.2093898,12.0,0.19491425
13.044867,80.2116138,13.0,0.19491425
13.0447818,80.2093334,13.0,0.19491425
13.0447797,80.209917,13.0,0.19491425
13.0451952,80.2112574,15.0,0.19491425
13.0451097,80.2099262,13.0,0.19491425
13.0448388,80.2112731,17.0,0.19491425
13.0451287,80.2105381,17.0,0.19491425
13.0459695,80.2111947,16.0,0.19491425
13.0462505,80.2102517,17.0,0.19491425
13.0451087,80.2102357,15.0,0.19491425
13.0459877,80.2135395,13.0,0.19498675
13.045915,80.2129261,11.0,0.26600873
13.045093,80.2129352,13.0,0.2998808
13.0545319,80.2119777,15.0,0.19491425
13.0568659,80.2120789,12.0,0.4741177
13.0557888,80.2120461,13.0,0.19497818
13.0553765,80.212034,14.0,0.19491425
13.0525443,80.2075425,14.0,0.19491425
13.0525822,80.2060069,13.0,0.19491425
13.0519988,80.2075268,14.0,0.19491425
13.0521075,80.2040013,14.0,0.19491425
13.0514681,80.2074885,13.0,0.19491425
13.052084,80.2049514,15.0,0.19491425
13.0512932,80.2049425,12.0,0.19491425
13.0480216,80.2044917,15.0,0.19491425
13.0497516,80.2045862,15.0,0.19491425
13.049767,80.2038268,16.0,0.19491425
13.0494021,80.2045695,15.0,0.19491425
13.0493852,80.203811,15.0,0.19491425
13.0449174,80.2080506,14.0,0.19491425
13.0443402,80.2065612,13.0,0.19491425
13.0431904,80.2037252,12.0,0.19494355
13.0435373,80.2044239,13.0,0.19491425
13.0427781,80.2043954,15.0,0.19491425
13.0434185,80.2035997,13.0,0.20744024
13.04375,80.2033748,13.0,0.19491425
13.0437581,80.2031328,13.0,0.19491425
13.0441304,80.201033,13.0,0.19491425
13.0442599,80.199826,14.0,0.19491425
13.0444674,80.1987073,13.0,0.19491425
13.0448629,80.1987785,12.0,0.19495136
13.0444268,80.2034021,15.0,0.19491425
13.0444551,80.203191,14.0,0.19491425
13.0453182,80.1988741,12.0,0.19491546
13.0454014,80.2017935,13.0,0.19491425
13.0450846,80.2000494,14.0,0.19491425
13.0445964,80.1999159,14.0,0.19491425
13.0446378,80.1997251,14.0,0.19491425
13.0451306,80.1998553,12.0,0.20487922
13.0451695,80.1996606,10.0,0.20488033
13.0446887,80.19952,14.0,0.20491259
13.0447756,80.1992104,13.0,0.19494747
13.0452348,80.1993146,11.0,0.2049137
13.0442792,80.1996559,14.0,0.19491425
13.0441705,80.2007225,13.0,0.19491425
13.0440408,80.2014291,13.0,0.19491425
13.0439763,80.2018268,12.0,0.19491425
13.043841,80.202504,13.0,0.21270967
13.0439837,80.2035374,13.0,0.21279982
13.0432911,80.2046818,16.0,0.19491425
13.0440889,80.2067455,14.0,0.19491425
13.0446214,80.2080992,13.0,0.19491425
13.0437653,80.2070275,15.0,0.19491425
13.0512752,80.2039327,13.0,0.19491425
13.0529965,80.1995526,16.0,0.19491425
13.0528192,80.2040462,15.0,0.19491425
13.0528673,80.199523,14.0,0.19491425
13.0532477,80.1969997,15.0,0.19491425
13.0527045,80.1970015,12.0,0.19491425
13.052373,80.1994151,15.0,0.19491425
13.0519177,80.1993186,15.0,0.19491425
13.0496608,80.1972919,16.0,0.19491425
13.0493031,80.1962097,14.0,0.19491425
13.0505677,80.1963029,15.0,0.19491425
13.0504896,80.1975453,14.0,0.19491425
13.050874,80.1963254,16.0,0.19491425
13.0508068,80.1975731,13.0,0.19491425
13.0513734,80.1963481,14.0,0.19491425
13.0513274,80.1975879,13.0,0.19491425
13.0513336,80.1971971,14.0,0.19491425
13.0508269,80.1971711,13.0,0.19491425
13.0508505,80.1966723,13.0,0.19491425
13.0513538,80.1967041,14.0,0.19491425
13.0516558,80.1963609,14.0,0.19491425
13.0516163,80.197604,15.0,0.19491425
13.0514793,80.1992741,13.0,0.19491425
13.050237,80.1991882,15.0,0.19491425
13.0525393,80.1994558,15.0,0.19491425
13.0513948,80.2013419,13.0,0.19491425
13.0521428,80.201388,14.0,0.19491425
13.0521816,80.2004141,15.0,0.19491425
13.0525411,80.2004314,15.0,0.19491425
13.0514457,80.2003705,15.0,0.19491425
13.0519543,80.2003987,14.0,0.19491425
13.0520358,80.1993483,15.0,0.19491425
13.0513588,80.2017181,13.0,0.19491425
13.0525556,80.2017808,14.0,0.19491425
13.0513444,80.2023407,15.0,0.19491425
13.0517725,80.2039737,14.0,0.19491425
13.0518319,80.2028133,15.0,0.19491425
13.0518031,80.2013699,12.0,0.19491425
13.0518565,80.2003968,14.0,0.19491425
13.0514382,80.2006883,14.0,0.19491425
13.0504346,80.1992016,16.0,0.19491425
13.0509434,80.2006707,15.0,0.19491425
13.050992,80.1992322,14.0,0.19491425
13.0514018,80.2012303,13.0,0.19491425
13.0476133,80.2021436,13.0,0.19491425
13.0476901,80.2025211,13.0,0.19491425
13.0488427,80.2024397,17.0,0.19491425
13.0509306,80.2039043,12.0,0.19491425
13.050464,80.2038661,12.0,0.19491425
13.0504826,80.2029708,14.0,0.19491425
13.0487216,80.2015614,15.0,0.19491425
13.0489196,80.1999442,14.0,0.19491425
13.0489453,80.1991474,15.0,0.19491425
13.049369,80.1999631,14.0,0.19491425
13.0441964,80.1978134,18.0,0.19491425
13.0456154,80.1975595,18.0,0.19491425
13.0455113,80.1980361,15.0,0.19491425
13.0450598,80.1979439,16.0,0.19491425
13.0459539,80.1980796,15.0,0.19491425
13.0461008,80.1975704,17.0,0.19491425
13.0297978,80.216877,13.0,0.22164483
13.0295083,80.2168478,12.0,0.1971504
13.0291314,80.2167969,14.0,0.22555993
13.0294551,80.2173093,12.0,0.27752998
13.0290785,80.2172653,11.0,0.20833018
13.0286826,80.2172088,12.0,0.26674077
13.0286451,80.2175536,12.0,0.2676278
13.0283657,80.2175274,12.0,0.22902288
13.029832,80.2162747,16.0,0.19491425
13.0290783,80.216194,16.0,0.19491425
13.0292281,80.2151173,13.0,0.19491425
13.0296105,80.2146059,12.0,0.19491425
13.0297533,80.2135503,12.0,0.19988717
13.030135,80.2110218,12.0,0.22189271
13.0309042,80.2111557,14.0,0.19491425
13.0293146,80.2122115,12.0,0.22966103
13.0307218,80.2124426,14.0,0.19491425
13.0299383,80.2123299,12.0,0.19493599
13.0298093,80.213204,12.0,0.19492291
13.0300913,80.2113534,13.0,0.20727053
13.0302322,80.2123709,13.0,0.19491425
13.0300938,80.2136004,12.0,0.19514295
13.0299404,80.214658,12.0,0.1951343
13.0309088,80.2183171,12.0,0.20847477
13.0318706,80.2118961,12.0,0.19491425
13.0308203,80.2117468,13.0,0.19491425
13.0312107,80.2117929,15.0,0.19491425
13.0314488,80.2101481,13.0,0.19491425
13.0298622,80.2102203,12.0,0.19491425
13.0304771,80.2107711,14.0,0.19491425
13.0297569,80.2106044,12.0,0.24554814
13.0301291,80.2106928,12.0,0.19491425
13.0302231,80.2103217,14.0,0.19491425
13.030444,80.211061,12.0,0.19492784
13.0426732,80.2117515,15.0,0.19491425
13.0405218,80.2118254,13.0,0.19491425
13.0404132,80.2104253,11.0,0.23602612
13.0384568,80.2105096,15.0,0.19491425
13.0394649,80.2104668,12.0,0.2456419
13.0394532,80.209711,13.0,0.27893612
13.039751,80.2104546,11.0,0.23602612
13.040085,80.2104411,11.0,0.23602612
13.0400307,80.209097,13.0,0.23602612
13.0391027,80.210491,13.0,0.19491425
13.0392384,80.2096558,14.0,0.19491425
13.0385956,80.2095602,15.0,0.19491425
13.0389204,80.2096086,15.0,0.19491425
13.0387991,80.2104934,13.0,0.19491425
13.0399371,80.2110126,14.0,0.19491425
13.0382741,80.2116616,14.0,0.19491425
13.039412,80.211695,15.0,0.19491425
13.0394553,80.211026,13.0,0.19491425
13.0389287,80.2127787,17.0,0.19491425
13.0432892,80.207559,16.0,0.19491425
13.0428258,80.1997126,17.0,0.19491425
13.0432233,80.1971799,16.0,0.19491425
13.0443359,80.1994433,15.0,0.19491425
13.0441996,80.200448,13.0,0.19491425
13.0440272,80.1929057,15.0,0.19491425
13.0434809,80.1929607,16.0,0.19491425
13.0428024,80.1921114,16.0,0.19491425
13.0436329,80.1929332,16.0,0.19491425
13.0435197,80.1914671,16.0,0.19491425
13.0447829,80.192877,14.0,0.19491425
13.044405,80.1928873,15.0,0.19491425
13.0450948,80.1917828,16.0,0.19491425
13.0466244,80.1914418,16.0,0.19491425
13.0465554,80.1897015,15.0,0.19491425
13.0473751,80.1898318,16.0,0.19491425
13.0478987,80.1898611,16.0,0.19491425
13.0479177,80.1902612,13.0,0.19491425
13.0477573,80.1932684,14.0,0.19491425
13.0476696,80.194057,13.0,0.1949898
13.0467469,80.1936718,14.0,0.19491425
13.0472422,80.1935599,13.0,0.19491425
13.0477168,80.1935659,14.0,0.19491425
13.0474954,80.195618,13.0,0.19491425
13.0482457,80.1955453,14.0,0.19491425
13.0337003,80.2154354,14.0,0.19491425
12.9837378,80.1993682,11.0,0.9110067
12.9850844,80.196922,6.0,0.9983621
12.9748579,80.1939175,9.0,0.9166416
12.9746292,80.1918056,8.0,0.94597125
12.9739177,80.1915421,10.0,0.9225151
12.9780962,80.193117,8.0,0.97326916
12.9784695,80.1914434,13.0,0.39173275
12.9785004,80.1932553,10.0,0.96441
12.9788498,80.1915137,14.0,0.28271288
12.9788608,80.1934203,10.0,0.9905133
12.9795567,80.1920186,9.0,0.9082811
12.9791583,80.1934845,9.0,0.99065477
12.979919,80.1921031,10.0,0.7957901
12.9795047,80.1936404,10.0,0.93147016
12.9796956,80.1945647,13.0,0.6336152
12.9812454,80.1918766,14.0,0.19491425
12.9819,80.1902479,13.0,0.19491425
12.9820512,80.1902554,13.0,0.19491425
12.9820622,80.1908508,14.0,0.19491425
12.9818677,80.1919233,13.0,0.214217
12.979735,80.1942618,14.0,0.5222926
12.9814755,80.1951201,9.0,0.8373811
12.9760287,80.1925208,8.0,0.9827952
12.9763596,80.1923188,9.0,0.91294956
12.9749042,80.1912233,10.0,0.93343544
12.9739081,80.1898878,14.0,0.19491425
12.9734002,80.1893431,13.0,0.19491425
12.9734086,80.1899112,13.0,0.19491425
12.9727183,80.1890221,13.0,0.20141926
12.97266,80.1875576,14.0,0.19491425
12.9731192,80.1889829,13.0,0.2181025
12.9730654,80.1875362,14.0,0.19491425
12.9734931,80.1889436,11.0,0.20145276
12.9743293,80.1888146,12.0,0.19491425
12.9747765,80.1881816,16.0,0.19491425
12.9748611,80.1870221,12.0,0.19491425
12.9755438,80.1894865,12.0,0.22497687
12.9738888,80.189438,13.0,0.19494691
12.9758802,80.1904302,12.0,0.6480733
12.9717567,80.1940676,11.0,0.6719175
12.9701171,80.196212,11.0,0.53117126
12.9695809,80.1981668,11.0,0.90963626
12.9700127,80.1982009,8.0,0.97206074
12.970265,80.1962106,11.0,0.8518453
12.9686063,80.1990079,9.0,0.98347014
12.9689311,80.1962102,14.0,0.26537812
12.9675408,80.1985165,9.0,0.9691265
12.9686503,80.1986019,9.0,0.9694278
12.967267,80.2014464,8.0,0.9730714
12.9670847,80.1984615,11.0,0.8059401
12.9655448,80.2001456,9.0,0.9718901
12.9667089,80.2003232,13.0,0.9291991
12.966872,80.1996948,10.0,0.76784736
12.9648946,80.1993717,8.0,0.8962642
12.9660071,80.1944076,13.0,0.28051385
12.9668333,80.190648,11.0,0.55890423
12.9661567,80.1905557,10.0,0.73171604
12.9661698,80.1961159,10.0,0.39358523
12.9664779,80.1944977,13.0,0.22241388
12.9651357,80.192895,10.0,0.30713928
12.9653701,80.1961121,12.0,0.4468583
12.9658025,80.1941552,12.0,0.4034272
12.9649849,80.1940099,11.0,0.30154285
12.9669406,80.1946012,12.0,0.19496267
12.9672257,80.1934103,15.0,0.19491425
12.9680625,80.1936371,12.0,0.19945501
12.9681903,80.1930615,16.0,0.19491425
12.9672927,80.1931694,15.0,0.19491425
12.9667017,80.1912238,11.0,0.31589732
12.9685121,80.1916274,14.0,0.19491425
12.9687151,80.1909282,12.0,0.22918092
12.9662454,80.1901013,10.0,0.8047807
12.9677839,80.1999674,9.0,0.99267197
12.9678799,80.1989648,8.0,0.99346316
12.9875332,80.2038903,8.0,0.98448956
12.9866697,80.2041405,10.0,0.9728209
12.9865969,80.2037122,9.0,0.9492988
12.9840943,80.2037144,10.0,0.9803783
12.9824181,80.2030373,7.0,0.99980444
12.9825471,80.2024072,8.0,0.99665266
12.9823249,80.2017703,9.0,0.99332714
12.9827704,80.2013192,8.0,0.99373865
12.982223,80.2002867,12.0,0.7911311
12.9813785,80.2001733,9.0,0.8509602
12.982462,80.1991642,8.0,0.979539
12.9834426,80.1982657,9.0,0.99275804
12.9844114,80.1980142,9.0,0.9781471
12.9856578,80.206003,10.0,0.9719376
12.98529,80.2059396,9.0,0.9801865
12.9844213,80.2079238,9.0,0.995765
12.9840319,80.2078765,6.0,0.99916816
12.9829468,80.2091017,5.0,0.9999639
12.982918,80.2094654,5.0,0.9999682
12.9829019,80.213227,7.0,0.9999112
12.9827716,80.2103144,6.0,0.99998677
12.9837631,80.2098436,6.0,0.99995136
12.9833146,80.2094282,5.0,0.9997782
12.9833185,80.209824,5.0,0.9999821
12.9830757,80.2108896,4.0,0.9993573
12.983173,80.2123318,5.0,0.9999769
12.9828626,80.212344,4.0,0.99997616
12.9846807,80.2112893,7.0,0.9998276
12.9852584,80.2103678,11.0,0.9827811
12.9846842,80.2108876,7.0,0.99982005
12.9839422,80.2125179,6.0,0.99990904
12.983839,80.2116992,4.0,0.99993575
12.9825494,80.2082557,8.0,0.9994228
12.9818495,80.20823,5.0,0.99959797
12.9815502,80.2086588,5.0,0.99999297
12.9811459,80.208618,6.0,0.9999949
12.9860819,80.2150406,6.0,0.9990361
12.986435,80.2150772,6.0,0.9999093
12.9861533,80.21429,6.0,0.9998895
12.9861673,80.2140671,6.0,0.9995627
12.9861108,80.2145818,7.0,0.99989915
12.9861523,80.2141611,6.0,0.9999672
12.9891078,80.2201129,11.0,0.8932524
12.9832338,80.2236363,9.0,0.9730785
12.9807753,80.2237221,11.0,0.96703213
12.9832676,80.2260831,7.0,0.9955978
12.9795375,80.2247155,6.0,0.9976659
12.9801331,80.2237599,7.0,0.9970227
12.9794855,80.2235009,8.0,0.99166167
12.9814483,80.2253304,5.0,0.9992906
12.9805958,80.2263477,8.0,0.9979796
12.9807423,80.2273698,9.0,0.99780804
12.9808293,80.2263395,10.0,0.9940264
12.9848093,80.2276476,9.0,0.934122
12.9830321,80.2275865,9.0,0.99002635
12.9828422,80.2296084,9.0,0.98943514
12.9825986,80.2280823,10.0,0.9884836
12.9816213,80.2293438,9.0,0.9990538
12.9817959,80.2274616,7.0,0.9976053
12.9811883,80.2269654,8.0,0.99609035
12.983807,80.2271657,10.0,0.9826032
12.9812397,80.2263311,10.0,0.9936073
12.9811665,80.2274094,8.0,0.99836236
12.9837782,80.227646,10.0,0.9740676
12.9822199,80.2274885,6.0,0.9978848
12.9820333,80.229426,7.0,0.9960962
12.9841916,80.2261285,10.0,0.7602179
12.9836858,80.2247435,12.0,0.72666377
12.9837862,80.2260739,8.0,0.981763
12.9828566,80.2252746,8.0,0.9862785
12.9827431,80.2270877,7.0,0.99211216
12.9822604,80.2270405,6.0,0.9980349
12.9865442,80.2245841,10.0,0.945631
12.9858568,80.2204377,9.0,0.9087922
12.9864574,80.218147,8.0,0.99860746
12.9848498,80.221753,9.0,0.9575904
12.9850434,80.2194567,9.0,0.95807076
12.9856167,80.2194255,9.0,0.9810462
12.986027,80.2198959,10.0,0.92620856
12.9885531,80.2200337,11.0,0.94253856
12.989059,80.2186829,8.0,0.9629254
12.9896577,80.2174291,9.0,0.9776889
12.9868222,80.2211815,8.0,0.92092496
12.9832611,80.2186392,6.0,0.9997961
12.9825196,80.2194002,9.0,0.9960348
12.9825879,80.2186299,7.0,0.99923325
12.9822402,80.2217186,9.0,0.9958046
12.9822755,80.2193862,9.0,0.9952696
12.9747411,80.2234069,3.0,0.99999976
12.9748448,80.2250848,0.0,1.0
12.9824313,80.193961,11.0,0.582989
12.9743758,80.2033296,3.0,0.9999944
12.9750539,80.2048199,3.0,0.99999666
12.9730097,80.2059658,5.0,0.99998736
12.9730152,80.20654,4.0,0.9999993
12.9730176,80.2070897,4.0,0.99999845
12.9730037,80.2074916,4.0,0.9999999
12.9713807,80.2077053,2.0,0.9999995
12.9719319,80.2045615,4.0,0.99999976
12.9721373,80.2034523,6.0,0.9999981
12.9707007,80.205047,4.0,0.9999993
12.9694651,80.2048769,5.0,0.9999927
12.9693907,80.205556,2.0,0.9999968
12.9698811,80.2049391,7.0,0.9999993
12.9697921,80.2056027,4.0,0.99999964
12.9690748,80.2050278,6.0,0.99997103
12.9690176,80.2054976,3.0,0.9999993
12.969365,80.2074621,4.0,0.99999917
12.9685907,80.2059623,2.0,0.99999905
12.9655796,80.2046618,6.0,0.9999963
12.9665376,80.2036753,6.0,0.9998872
12.9659061,80.2072354,3.0,0.9999993
12.9671298,80.2037257,7.0,0.9999144
12.9675378,80.203843,6.0,0.9999869
12.9708593,80.1974923,6.0,0.9920745
12.9707673,80.1988972,12.0,0.97441894
12.969552,80.1986854,12.0,0.8846217
12.9737991,80.2012055,7.0,0.99931884
12.978105,80.2005167,6.0,0.99887115
12.9787004,80.1990724,11.0,0.9511136
12.9816619,80.1957195,8.0,0.991131
12.9886332,80.1957911,7.0,0.9998
12.9892158,80.193284,13.0,0.7011389
12.9875729,80.1961964,5.0,0.99984396
12.9877194,80.1955858,5.0,0.99982965
12.9874759,80.1955984,5.0,0.9999088
12.9887276,80.1931488,11.0,0.90087205
12.9879088,80.1964188,4.0,0.9998983
12.9898827,80.1905324,11.0,0.20122607
12.9890628,80.1919614,13.0,0.28230146
12.9888103,80.1931656,12.0,0.5279669
12.9883611,80.1930787,11.0,0.7882178
12.9868141,80.1936398,11.0,0.9785806
12.9861729,80.1955938,8.0,0.99683666
12.9868698,80.1952782,4.0,0.99976426
12.987468,80.1928615,14.0,0.22622252
12.9893621,80.2017814,7.0,0.91691893
12.985064,80.2009618,9.0,0.9913987
12.9853582,80.2010043,9.0,0.9078922
12.9837907,80.2009901,7.0,0.9582795
12.979827,80.2018579,5.0,0.9998722
12.9795352,80.2047997,4.0,0.9998282
12.9797206,80.202126,5.0,0.9999919
12.9800055,80.200826,9.0,0.99790645
12.9848213,80.2026879,8.0,0.989488
12.9856,80.2025983,10.0,0.962511
12.9848744,80.2024377,8.0,0.99136895
12.9841838,80.2010145,8.0,0.9945909
12.9829727,80.2009115,10.0,0.87968534
12.9813224,80.2005681,9.0,0.95229334
